Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
06 - Western Visayas,Northern Iloilo Polytechnic State College-Sara Campus,SUC Satellite,Iloilo,Sara,,(033) 338-1535; (033) 338-1534
06 - Western Visayas,University of The Philippines-Visayas,SUC Satellite,Iloilo,Miagao,http://www.upv.edu.ph,(033) 338-1535; (033) 338-1534; (033) 315-9378; (033) 508-4164 to 65
06 - Western Visayas,University of San Agustin,Private HEIs,Iloilo,Iloilo City,www.usa.edu.ph,(033) 337-4841 to 44; (033) 337-4403
06 - Western Visayas,University of Saint La Salle,Private HEIs,Negros Occidental,Bacolod City,www.usls.edu.ph,(034) 433-6899; (034) 435-2582
06 - Western Visayas,University of Negros Occidental-Recoletos,Private HEIs,Negros Occidental,Bacolod City,www.uno-r@edu.ph.,(034) 433-1709; (034) 433-2449
06 - Western Visayas,University of Iloilo,Private HEIs,Iloilo,Iloilo City,www.ui.phinma.edu.ph,(033) 338-1071; (033) 337-3743; (033) 335-0132
06 - Western Visayas,Technological University of the Philippines-Visayas,SUC Satellite,Negros Occidental,Talisay City,www.tup.edu.ph,(02) 301-3001; 521-4063; 523-2293
06 - Western Visayas,University of Antique - Tario Lim Antique School of Fisheries,SUC Satellite,Antique,Tibiao,www.antiquespride.edu.ph,
06 - Western Visayas,Santo Niño Seminary,Private HEIs,Aklan,Numancia,,(036) 265-4448 loc 11; (036) 265-4448 loc 11
06 - Western Visayas,Iloilo Science and Technology University-Miagao Campus,SUC Satellite,Iloilo,Miagao,www.sipc.edu.ph,(033) 315-9677; (033) 315-8164
06 - Western Visayas,Silay Institute,Private HEIs,Negros Occidental,Silay City,www.silayinstitute.edu.ph,(034) 495-6390; (034) 714-9341
06 - Western Visayas,Sancta Maria Mater et Regina Seminarium,Private HEIs,Capiz,Roxas City,,(036) 520-3014; (036) 520-3018
06 - Western Visayas,Iloilo State College of Fisheries-San Enrique Campus,SUC Satellite,Iloilo,San Enrique,http://www.iscof.edu.ph,(033) 361-2369
06 - Western Visayas,St. Vincent Ferrer Seminary,Private HEIs,Iloilo,Iloilo City,,(033) 329-4734; (033) 320-6515; (033) 329-1647
05 - Bicol Region,Pilar Community College,LUCs,,,,
05 - Bicol Region,Bacacay Community College,LUCs,,,,
05 - Bicol Region,Guinobatan Community College,LUCs,,,,
05 - Bicol Region,Polytechnic University of the Philippines-Ragay,SUC Satellite,Camarines Sur,Ragay,http://www.pup.edu.ph,(054) 714-1074
05 - Bicol Region,Sta. Elena Institute of Science and Technology,Private HEIs,Camarines Norte,Sta. Elena,,
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Tinambac,LUCs,Camarines Sur,Tinambac,,
05 - Bicol Region,BST Grace College,Private HEIs,Camarines Sur,San Fernando,,(054) 207-3624; (054) 472-5276
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Siruma,LUCs,Camarines Sur,Siruma,,0919-2157175; 0949-4419757
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Libmanan,LUCs,Camarines Sur,Libmanan,,0907-0137731; 0928-6662115; 0927-5673031
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Garchitorena,LUCs,Camarines Sur,Garchitorena,,0918-7657310; 0909-5462215
05 - Bicol Region,St. Francis Carraciolo Culinary Academy,Private HEIs,Camarines Norte,Daet,www.caraccioloculinary.com or www.facebook.com/caraccioloculinary,
05 - Bicol Region,Bicol Training and Technological College,Private HEIs,Albay,Bacacay,,0919-477-6752
05 - Bicol Region,Camarines Norte State College-Abaño Campus,SUC Satellite,Camarines Norte,Daet,,
05 - Bicol Region,Masbate Central Technical Institute,Private HEIs,Masbate,Masbate City,,0912-8637491
05 - Bicol Region,San Pascual Polytechnic College,LUCs,Masbate,San Pascual,,0998-5364877
05 - Bicol Region,Donsol Community College,LUCs,Sorsogon,Donsol,,0908-8810401
05 - Bicol Region,Masbate Polytechnic and Development College,Private HEIs,Masbate,Baleno,,
05 - Bicol Region,Cataingan Polytechnic Institute,Private HEIs,Masbate,Cataingan,,0950-4904969
05 - Bicol Region,SPJ International Technology Institute,Private HEIs,Camarines Sur,Tinambac,,(054) 881-6476; 0929-6153677
05 - Bicol Region,Computer Systems Institute,Private HEIs,Albay,Legazpi City,,(052) 481-1534; (052) 742-1570
05 - Bicol Region,Aroroy Municipal College,LUCs,Masbate,Aroroy,www.aroroy.masbate.gov.ph,0930-8012798
05 - Bicol Region,Mountview College,Private HEIs,Camarines Sur,Naga City,,(054) 205-0242; (054) 473-2250
05 - Bicol Region,Computer Arts and Technological College-Ligao City,Private HEIs,Albay,Ligao City,,0920-5091210; (052) 480-1645
05 - Bicol Region,Computer Arts and Technological College-Polangui Campus,Private HEIs,Albay,Polangui,,(052) 486-2088; (052) 480-1645
05 - Bicol Region,ACLC College of Iriga City,Private HEIs,Camarines Sur,Iriga City,,(054) 299-5884; (054) 456-0400
05 - Bicol Region,Camarines Norte College of Arts and Business,Private HEIs,Camarines Norte,Labo,,0906-4242618
05 - Bicol Region,Belen B. Francisco Foundation-Albay,Private HEIs,Albay,Daraga,,(052) 431-0347
05 - Bicol Region,Central Bicol State University of Agriculture-Pasacao,SUC Satellite,Camarines Sur,Pasacao,web@cbsua.edu.ph,(054) 513-9519
05 - Bicol Region,Philippine Computer Foundation College-Pili,Private HEIs,Camarines Sur,Pili,www.pcfc.edu.ph,(054) 205-1005; 0999-8880672
05 - Bicol Region,Southern Luzon Technological College Foundation-Pioduran,Private HEIs,Albay,Pioduran,http.www.sltcfpdi.com.educ,0908-6760717
05 - Bicol Region,Southern Luzon Technological College Foundation-Pilar,Private HEIs,Sorsogon,Pilar,,(052) 480-8939
05 - Bicol Region,Infotech Development Systems Colleges,Private HEIs,Albay,Ligao City,,(052) 202-0020; (052) 431-0473
05 - Bicol Region,STI College Naga,Private HEIs,Camarines Sur,Naga City,www.sti.edu,(054) 473-4557; (054) 473-4557 local 122
05 - Bicol Region,ACLC College of Sorsogon,Private HEIs,Sorsogon,Sorsogon City,,(056) 255-0848; 421-5233; 0917-8784770
05 - Bicol Region,ACLC College of Daet,Private HEIs,Camarines Norte,Daet,www.aclc.edu.ph,(054) 605-0143
05 - Bicol Region,Shepherdville College,Private HEIs,Camarines Sur,Tigaon,,(054) 884-9536; 0920-9497039
05 - Bicol Region,Bicol University Gubat Campus,SUC Satellite,Sorsogon,Gubat,bicol-u.edu.ph,(056) 311-1145
05 - Bicol Region,Forbes College,Private HEIs,Albay,Legazpi City,www.forbes.edu.com,(052) 742-0317; 0917-6763025
05 - Bicol Region,Community College of Manito,LUCs,Albay,Manito,,0966-3966746
05 - Bicol Region,Christian Polytechnic Institute of Catanduanes,Private HEIs,Catanduanes,Virac,,(052) 811-4230; 0908-5993342
05 - Bicol Region,Philippine Computer Foundation College-Naga City,Private HEIs,Camarines Sur,Naga City,pcfc.edu.ph,(054) 205-1005; (054) 205-1005; 0999-8880672
05 - Bicol Region,Our Lady of the Most Holy Trinity College Seminary,Private HEIs,Camarines Sur,Naga City,www.soltfiat.org,(054) 228-0836; 0937-3708960; 0908-1452344; 0916-2660093
05 - Bicol Region,Estenias Science Foundation School,Private HEIs,Sorsogon,Casiguran,,
05 - Bicol Region,Belen B. Francisco Foundation,Private HEIs,Sorsogon,Sorsogon City,,(052) 431-0347
05 - Bicol Region,Camarines Norte State College-Entienza Campus,SUC Satellite,Camarines Norte,Sta. Elena,www.cnsc.edu.ph,(054) 721-4545; 0998-9977225
05 - Bicol Region,Balud Municipal College,LUCs,Masbate,Balud,,0950-4909687
05 - Bicol Region,Siena College-Tigaon,Private HEIs,Camarines Sur,Tigaon,,(054) 881-9497; (054) 881-9484
05 - Bicol Region,Regina Mondi College,Private HEIs,Camarines Sur,Iriga City,,"(054) 299-1498 "
05 - Bicol Region,Luis H. Dilanco Sr. Foundation College,Private HEIs,Camarines Sur,Libmanan,,(054) 511-9155; (054) 299-2224; 0920-9247527
05 - Bicol Region,Amando Cope College,Private HEIs,Albay,Tabaco City,,(052) 487-4455; (052) 487-5282
05 - Bicol Region,Computer Communication Development Institute-Sorsogon,Private HEIs,Sorsogon,Sorsogon City,ccdi-sorsogon.net,(056) 421-5575; (056) 255-0759
05 - Bicol Region,Aeronautical Academy of the Philippines,Private HEIs,Camarines Sur,Canaman,,(054) 472-9866; 0912-7376304; 0975-1784894
05 - Bicol Region,Daraga Community College,LUCs,Albay,Daraga,,(052) 742-6199
05 - Bicol Region,Our Lady of Salvation College,Private HEIs,Albay,Tiwi,,(052) 488-5185; 0917-140-5546; 0927-790-7030; 0917-553-1769; 0936-856-8559
05 - Bicol Region,Southern Luzon Technological College Foundation-Legazpi,Private HEIs,Albay,Legazpi City,,(052) 742-1829
05 - Bicol Region,Capalonga College,Private HEIs,Camarines Norte,Capalonga,,0915-3746932; 0917-9689529
05 - Bicol Region,Calabanga Community College,LUCs,Camarines Sur,Calabanga,,(054) 881-9410
05 - Bicol Region,Partido State University-Lagonoy Campus,SUC Satellite,Camarines Sur,Lagonoy,www.parsu.edu.ph,0939-9264033; (054) 453-1811; (054) 453-7248
05 - Bicol Region,Partido State University-Caramoan Campus,SUC Satellite,Camarines Sur,Caramoan,www.parsu.edu.ph,0918-5224883; (054) 453-1811
05 - Bicol Region,Partido State University-Salogon Campus,SUC Satellite,Camarines Sur,San Jose,www.parsu.edu.ph,0998-2302042; (054) 453-1811
05 - Bicol Region,Brentwood College of Asia International School,Private HEIs,Camarines Sur,Naga City,https://brentwoodinternationalschool.page4.me,(054) 472-6345
05 - Bicol Region,Baao Community College,LUCs,Camarines Sur,Baao,,(054) 455-7015
05 - Bicol Region,Sta. Elena (Camarines Norte) College,Private HEIs,Camarines Norte,Sta. Elena,,(054) 885-0700; (054) 885-0764
05 - Bicol Region,Libon Community College,LUCs,Albay,Libon,,0917-6249625
05 - Bicol Region,Oas Community College,LUCs,Albay,Oas,,O926-2852004
05 - Bicol Region,West Coast College,Private HEIs,Albay,Pioduran,,09175-256880; 0917-111451
05 - Bicol Region,The Lewis College,Private HEIs,Sorsogon,Sorsogon City,www.thelewiscollege.edu.ph,(056) 421-5806; (056) 211-3446
05 - Bicol Region,Solis Institute of Technology,Private HEIs,Sorsogon,Bulan,www.sit-bula@wixsite.com,(056) 555-2642
05 - Bicol Region,"Camarines Norte School of Law, Arts and Sciences",Private HEIs,Camarines Norte,Talisay,,(054) 445-1256
05 - Bicol Region,AMA Computer College-Naga City,Private HEIs,Camarines Sur,Naga City,www.amaes.edu.ph,(054) 473-0145
05 - Bicol Region,Holy Trinity College Seminary,Private HEIs,Camarines Norte,Labo,,09088-696255; 0917-7791755
05 - Bicol Region,PLT College of Guinobatan,Private HEIs,Albay,Guinobatan,"www.pltcollege.com ",(052) 484-6250
05 - Bicol Region,Dr. Carlos S. Lanting College-Dr. Ruby Lanting Casaul Educational Foundation,Private HEIs,Albay,Tabaco City,,(052) 203-0244
05 - Bicol Region,AMA Computer College-Legazpi City,Private HEIs,Albay,Legazpi City,www.amaes.edu.ph,(052) 480-6788; (052) 480-6998
05 - Bicol Region,St. Peter Baptist College Foundation,Private HEIs,Camarines Sur,Lupi,,(054) 811-1037; 0917-7920570
05 - Bicol Region,Sorsogon College of Criminology,Private HEIs,Sorsogon,Sorsogon City,,(056) 211-0017; (056) 421-5417
05 - Bicol Region,Rapu-Rapu Community College,LUCs,Albay,Rapu-Rapu,,0917-1035665; 0919-2222810
05 - Bicol Region,Computer Communication Development Institute-Legazpi City,Private HEIs,Albay,Legazpi City,www.ccdilegazpi.com,(052) 742-1570; (052) 435-4365
05 - Bicol Region,Colegio De Sta. Monica of Polangui,Private HEIs,Albay,Polangui,,(052) 486-2245
05 - Bicol Region,Zamora Memorial College,Private HEIs,Albay,Bacacay,,0915-3614409
05 - Bicol Region,Tiwi Community College,LUCs,Albay,Tiwi,,(052) 488-5071
05 - Bicol Region,Partido State University-Tinambac Campus,SUC Satellite,Camarines Sur,Tinambac,www.parsu.edu.ph,0949-7809367; (054) 453-1811
05 - Bicol Region,Speed Computer College,Private HEIs,Sorsogon,Sorsogon City,www.speedsorsogon.com,(056) 255-0479
05 - Bicol Region,Sorsogon State College-Castilla Campus,SUC Satellite,Sorsogon,Castilla,www.sorsogonstatecollege.edu.ph,0915-4197522
05 - Bicol Region,Sorsogon State College-Magallanes Campus,SUC Satellite,Sorsogon,Magallanes,www.sorsogonstatecollege.edu.ph,0998-5495697
05 - Bicol Region,Sorsogon State College-Bulan Campus,SUC Satellite,Sorsogon,Bulan,www.sorsogonstatecollege.edu.ph,
05 - Bicol Region,Partido State University-San Jose Campus,SUC Satellite,Camarines Sur,San Jose,www.parsu.edu.ph,0928-3905278; (054) 453-1811
05 - Bicol Region,Lower Isarog Foundation Exponent,Private HEIs,Camarines Sur,Tigaon,,0909-6735973; 0921-4443193; 0956-1780553; (02)842-9898
05 - Bicol Region,Holy Rosary Minor Seminary,Private HEIs,Camarines Sur,Naga City,www.hrmins.edu.ph,(054) 473-8297; (054) 472-9555; (054) 472-6164
05 - Bicol Region,Partido State University-Sagñay Campus,SUC Satellite,Camarines Sur,Sagnay,www.parsu.edu.ph,0927-4378008; (054) 453-1811
05 - Bicol Region,STI College Legazpi,Private HEIs,Albay,Legazpi City,www.sti.edu,(052) 480-4877; (052) 480-3098
05 - Bicol Region,Central Bicol State University of Agriculture-Calabanga,SUC Satellite,Camarines Sur,Calabanga,,(054) 881-3258
05 - Bicol Region,Camarines Norte State College-Panganiban Campus,SUC Satellite,Camarines Norte,Jose Panganiban,www.cnsc.edu.ph,(054)731-1817; (054) 721-4545
05 - Bicol Region,Camarines Norte State College-Mercedes Campus,SUC Satellite,Camarines Norte,Mercedes,cnsc.educ.gov.ph,
05 - Bicol Region,Camarines Norte State College-Labo Campus,SUC Satellite,Camarines Norte,Labo,cnsc.educ.gov.ph,0998-5470483; 0918-6148033
05 - Bicol Region,Worldtech Resources Foundation-Iriga City,Private HEIs,Camarines Sur,Iriga City,www.wricolleges.com,(054) 871-3765; (054) 472-8733
05 - Bicol Region,Worldtech Resources Foundation-Naga City,Private HEIs,Camarines Sur,Naga City,www.wricolleges,(054) 472-8733
05 - Bicol Region,Veritas College of Irosin,Private HEIs,Sorsogon,Irosin,,(056) 557-3249; 0919-4034111
05 - Bicol Region,University of Saint Anthony,Private HEIs,Camarines Sur,Iriga City,http//www.usant.edu.ph,(054) 299-2403; (054) 299-2401
05 - Bicol Region,University of Nueva Caceres,Private HEIs,Camarines Sur,Naga City,www.unc.edu.ph,(054) 472-6100 loc. 109; (054) 473-7881
05 - Bicol Region,University of Northeastern Philippines,Private HEIs,Camarines Sur,Iriga City,www.unep.edu.ph,(054) 456-0807; (054) 456-0294; (054) 299-2698
05 - Bicol Region,Tanchuling College,Private HEIs,Albay,Legazpi City,www.tanchuling.edu.ph,(052) 480-6106; 480-2513; 742-0098; 480-6545
05 - Bicol Region,Tabaco College,Private HEIs,Albay,Tabaco City,tabacocollege.net,(052) 487-5443
05 - Bicol Region,Southern Masbate Roosevelt College,Private HEIs,Masbate,Placer,,0920-7706929; 0907-3093615
05 - Bicol Region,Southern Luzon Institute,Private HEIs,Sorsogon,Bulan,,0908-1087911; 0917-8167718
05 - Bicol Region,Southern Bicol Colleges,Private HEIs,Masbate,Masbate City,,(056) 333-2794
05 - Bicol Region,Sorsogon State College-Main,SUC Main,Sorsogon,Sorsogon City,www.sorsogonstatecollege.edu.ph,(056) 211-0200; (056) 211-0178
05 - Bicol Region,Bicol University-Polangui Campus,SUC Satellite,Albay,Polangui,www.geocolities.com/bicol_u_ph,(052) 486-1220
05 - Bicol Region,San Jose Community College,LUCs,Albay,Malilipot,,(052) 558-1209
05 - Bicol Region,Republic Colleges of Guinobatan,Private HEIs,Albay,Guinobatan,,0946-419-3153
05 - Bicol Region,R.G. de Castro Colleges,Private HEIs,Sorsogon,Bulan,,(056) 555-2504
05 - Bicol Region,Naga View Adventist College,Private HEIs,Camarines Sur,Naga City,www.nagaviewcollege.com,0999-8802285; 0919-9943863; 0917-5438151
05 - Bicol Region,Polytechnic Institute of Tabaco,Private HEIs,Albay,Tabaco City,,(052) 732-7602
05 - Bicol Region,Polangui Community College,LUCs,Albay,Polangui,,0917-1522170; 0927-5418074
05 - Bicol Region,Pili Capital College,Private HEIs,Camarines Sur,Pili,,(054) 205-8485; 0939-9065518
05 - Bicol Region,Perpetual Help Paramedical School,Private HEIs,Albay,Tabaco City,,(052) 487-5819
05 - Bicol Region,Partido State University-Main,SUC Main,Camarines Sur,Goa,www.parsu.edu.ph,(054) 884-9977; 0977-2785045; 0949-9872405; 0917-3164720
05 - Bicol Region,Partido College,Private HEIs,Camarines Sur,Goa,,(054) 453- 0278; (054) 453-2110; (054) 456-0673
05 - Bicol Region,Our Lady of Peñafrancia Seminary,Private HEIs,Sorsogon,Sorsogon City,,0921-2498289
05 - Bicol Region,Our Lady of Lourdes College Foundation,Private HEIs,Camarines Norte,Daet,www.ollcf.org,(054) 440-0578; (054) 440-1697
05 - Bicol Region,Osmeña Colleges,Private HEIs,Masbate,Masbate City,,(056) 333-2778; (056) 333-4444
05 - Bicol Region,Naga College Foundation,Private HEIs,Camarines Sur,Naga City,www.ncf.edu.ph,(054) 472-7525 to 29; (054) 472-7531; (054) 472-4011
05 - Bicol Region,Mater Salutis College Seminary,Private HEIs,Albay,Daraga,,(052) 483-3745
05 - Bicol Region,Masbate Colleges,Private HEIs,Masbate,Masbate City,www.members.cats.edu.ph/_mas_col,(056) 333-2103; (056) 333-5717
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Legazpi City,Private HEIs,Albay,Legazpi City,www.marinerslegazpi.edu.ph,(052) 482-0997; (052) 480-1019; (052) 482-0166
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Naga City,Private HEIs,Camarines Sur,Naga City,www.mariners.edu.ph,(054) 473-1434; (054) 473-5280
05 - Bicol Region,Mariners' Polytechnic Colleges Foundation of Canaman,Private HEIs,Camarines Sur,Canaman,http://www.marinerscanaman.edu.ph,(054) 473-9726; (054) 811-7300
05 - Bicol Region,Mabini Colleges,Private HEIs,Camarines Norte,Daet,www.mabinicollege.edu.ph,(054) 721-5733; (054) 721-1281
05 - Bicol Region,Ligao Community College,LUCs,Albay,Ligao City,,(052) 202-0634
05 - Bicol Region,Liceo de San Jacinto Foundation,Private HEIs,Masbate,San Jacinto,,0920-2523078
05 - Bicol Region,Liceo de Masbate,Private HEIs,Masbate,Masbate City,www.dioceseofmasbate/liceodemasbate.com,(056) 333-2276; 0921-7764987
05 - Bicol Region,La Consolacion College-Daet,Private HEIs,Camarines Norte,Daet,,(054) 440-2002; (054) 571-2237; (054) 571-3467
05 - Bicol Region,La Consolacion College-Iriga City,Private HEIs,Camarines Sur,Iriga City,www.lcci.edu.ph,(054) 299-2340; (054) 299-7077
05 - Bicol Region,Immaculate Conception College-Albay,Private HEIs,Albay,Daraga,www.icca-bbfi@yahoo.com,(052) 431-0347; (052) 483 5885
05 - Bicol Region,Holy Trinity College of Camarines Sur,Private HEIs,Camarines Sur,Bato,,(054) 277-4296
05 - Bicol Region,Holy Rosary Major Seminary,Private HEIs,Camarines Sur,Naga City,www.holyrosarymajorsem.ph,(054) 475-6294; (054) 475-7155
05 - Bicol Region,Fatima School of Science and Technology,Private HEIs,Camarines Sur,Goa,,(054) 453-0297; 0999-3085000
05 - Bicol Region,Alfelor Sr. Memorial College,Private HEIs,Camarines Sur,Del Gallego,,(054) 238-4958; 0998-5765128; 0917-5901671
05 - Bicol Region,Felix O. Alfelor Sr. Foundation College,Private HEIs,Camarines Sur,Sipocot,,(054) 450-6578
05 - Bicol Region,"Dr. Emilio B. Espinosa, Sr. Memorial State College of Agriculture and Technology",SUC Main,Masbate,Mandaon,http://www.debesmscat.edu.ph,(056) 583-0218
